question_id,db_id,correction,verification,Claimed by,question,evidence,SQL,original_question,original_evidence,original_SQL,Reason,Grading method,Data modification,need_correction (o3),has_ambiguity (o3),explanation (o3),revised_SQL (o3),Note
7389,works_cycles,TRUE,FALSE,Tengjun,,,,What is the full name of the non-sales employee who made the most number of rejected purchase orders?,non-sales employee refers to PersonType = 'EM'; rejected purchase order refers to Status = 3;,"SELECT T2.FirstName, T2.LastName FROM PurchaseOrderHeader AS T1 INNER JOIN Person AS T2 ON T1.EmployeeID = T2.BusinessEntityID WHERE T2.PersonType = 'EM' AND T1.Status = 3 GROUP BY T2.FirstName, T2.LastName ORDER BY COUNT(T1.PurchaseOrderID) DESC LIMIT 1",,,limit 1,FALSE,FALSE,"  
• Join: `PurchaseOrderHeader.EmployeeID` → `Person.BusinessEntityID` correctly ties purchase orders to the person who created them.  
• Filters: `T2.PersonType = 'EM'` excludes sales reps; `T1.Status = 3` keeps only rejected orders.  
• Aggregation: GROUP BY the employee’s name and ORDER BY COUNT(*) DESC identifies the employee with the most rejections; LIMIT 1 keeps only that employee.  
• Schema compliance: every EM employee has a unique (FirstName, LastName) combination in the supplied data, so grouping by those columns instead of BusinessEntityID does not alter the result.  ",– no revision needed.,
7399,works_cycles,TRUE,FALSE,Tengjun,,,"SELECT `Description`
FROM `SpecialOffer`
WHERE `Type` = 'Seasonal Discount'
  AND `DiscountPct` = (
        SELECT MAX(`DiscountPct`)
        FROM `SpecialOffer`
        WHERE `Type` = 'Seasonal Discount'
  );",Which seasonal discount had the highest discount percentage?,seasonal discount is a type of special offer; discount percentage refers to DiscountPct; highest discount percentage refers to MAX(DiscountPct);,SELECT Description FROM SpecialOffer WHERE Type = 'Seasonal Discount' ORDER BY DiscountPct DESC LIMIT 1,tie,set,,TRUE,FALSE," The table SpecialOffer contains three rows where Type = 'Seasonal Discount'.  Their DiscountPct values are all 0.0, so each of them is tied for the maximum.  The annotated query sorts and takes the first row only, arbitrarily omitting the other equally-good answers.  To be logically correct the query must return every seasonal discount whose DiscountPct equals the maximum.","SELECT `Description`
FROM `SpecialOffer`
WHERE `Type` = 'Seasonal Discount'
  AND `DiscountPct` = (
        SELECT MAX(`DiscountPct`)
        FROM `SpecialOffer`
        WHERE `Type` = 'Seasonal Discount'
  );",
7403,works_cycles,TRUE,FALSE,Tengjun,,,,What is the minimum inventory quantity of Chainring Bolts?,minimum inventory quantity refers to SafetyStockLevel; chainring bolts is a name of product;,SELECT SafetyStockLevel FROM Product WHERE Name = 'Chainring Bolts',,,,FALSE,FALSE," The question asks for the minimum inventory quantity (i.e., SafetyStockLevel) of the product named “Chainring Bolts”.  In the schema the column `SafetyStockLevel` of the Product table stores precisely this value.  The annotated query selects that column for the given product name.  Execution shows exactly one matching row (SafetyStockLevel = 1000), so the query returns the required answer.  Even if multiple rows existed the result set would still list their safety-stock levels, from which the minimum could be taken; adding MIN() would be a minor optimisation but is not required for correctness here.  ",(no change needed),
7409,works_cycles,TRUE,FALSE,Tengjun,,,,Please list the phone numbers of all the store contacts.,store contact refers to PersonType = 'SC';,SELECT T2.PhoneNumber FROM Person AS T1 INNER JOIN PersonPhone AS T2 ON T1.BusinessEntityID = T2.BusinessEntityID WHERE T1.PersonType = 'SC',DROP; no PhoneNumber,,,TRUE,FALSE," The schema lists `Person`, `PhoneNumberType`, and many other tables, but no table that actually stores individual phone numbers (e.g., `PersonPhone`). Because the annotated query relies on such a table it violates the schema. Even if that table existed one would probably add DISTINCT to avoid duplicates, but under the given schema the query fails outright. Since no table holds phone numbers, the database as provided cannot satisfy the request; either the schema must include a phone-number table or the question must be changed.","No valid SQL can be written against the current schema because phone numbers are not stored anywhere. If a `PersonPhone(BusinessEntityID, PhoneNumber, PhoneNumberTypeID)` table were present, a proper query would be:

SELECT DISTINCT `pp`.`PhoneNumber`
FROM `Person` AS `p`
JOIN `PersonPhone` AS `pp` ON `pp`.`BusinessEntityID` = `p`.`BusinessEntityID`
WHERE `p`.`PersonType` = 'SC';",
7418,works_cycles,TRUE,FALSE,Tengjun,,,"SELECT COUNT(DISTINCT edh.BusinessEntityID)
FROM EmployeeDepartmentHistory AS edh
JOIN Department AS d ON edh.DepartmentID = d.DepartmentID
WHERE d.Name = 'Engineering'
  AND edh.StartDate <= '2009-12-31'
  AND (edh.EndDate IS NULL OR edh.EndDate >= '2009-01-01');",How many people were there in the Engineering Department in the year 2009?,year(EndDate)>2009 and year(StartDate)<2009;,"SELECT COUNT(T1.BusinessEntityID) FROM Person AS T1 INNER JOIN EmployeeDepartmentHistory AS T2 ON T1.BusinessEntityID = T2.BusinessEntityID INNER JOIN Department AS T3 ON T2.DepartmentID = T3.DepartmentID WHERE T3.Name = 'Engineering' AND STRFTIME('%Y', T2.EndDate) > '2009' AND STRFTIME('%Y', T2.StartDate) < '2009'",endDate is null,set,,TRUE,FALSE,"
The question asks for the number of employees who were in the Engineering department during calendar-year 2009.  To belong in 2009 an employee’s assignment record must overlap the period 2009-01-01 – 2009-12-31, i.e. StartDate ≤ 2009-12-31 and (EndDate IS NULL OR EndDate ≥ 2009-01-01).

The annotator query applies the conditions YEAR(StartDate) < 2009 AND YEAR(EndDate) > 2009.  This keeps only assignments that both started before 2009 and ended after 2009, thereby
• excluding employees who started any time in 2009,
• excluding those who left during 2009 or are still active (EndDate NULL),
• possibly counting duplicate rows because it does not use DISTINCT.

Execution shows the annotator query returns 1, while the correct logic (tested) returns 5 distinct employees, so the annotator result is wrong.

The question itself is clear; a single reasonable interpretation exists, so it is not ambiguous.","SELECT COUNT(DISTINCT edh.BusinessEntityID)
FROM EmployeeDepartmentHistory AS edh
JOIN Department AS d ON edh.DepartmentID = d.DepartmentID
WHERE d.Name = 'Engineering'
  AND edh.StartDate <= '2009-12-31'
  AND (edh.EndDate IS NULL OR edh.EndDate >= '2009-01-01');",
7422,works_cycles,TRUE,FALSE,Tengjun,,,"SELECT COUNT(DISTINCT edh.BusinessEntityID)
FROM EmployeeDepartmentHistory AS edh
JOIN Department       AS d  ON edh.DepartmentID = d.DepartmentID
JOIN PersonCreditCard AS pc ON edh.BusinessEntityID = pc.BusinessEntityID
JOIN CreditCard       AS cc ON pc.CreditCardID   = cc.CreditCardID
WHERE d.`Name` = 'Engineering'
  AND cc.ExpYear = 2007
  AND edh.StartDate <= '2007-12-31'
  AND (edh.EndDate IS NULL OR edh.EndDate >= '2007-01-01');",How many employees working in the Engineering Department in 2007 would have their credit cards expired in the same year?,year(StartDate) 2007; year of credit card expiration refers to ExpYear; ExpYear = 2007;,SELECT COUNT(T1.BusinessEntityID) FROM EmployeeDepartmentHistory AS T1 INNER JOIN Department AS T2 ON T1.DepartmentID = T2.DepartmentID INNER JOIN PersonCreditCard AS T3 ON T1.BusinessEntityID = T3.BusinessEntityID INNER JOIN CreditCard AS T4 ON T3.CreditCardID = T4.CreditCardID WHERE T4.ExpYear = 2007 AND T2.Name = 'Engineering'," The annotated query only filters rows in EmployeeDepartmentHistory whose Department is 'Engineering' and credit cards expiring in 2007, but it does not ensure the employee was actually working in Engineering during the year 2007 (overlap of StartDate/EndDate with 2007). It also counts raw rows, so duplicates from multiple credit-cards or multiple department-history rows would inflate the count. ",,same answer,TRUE,FALSE," The annotated query only filters rows in EmployeeDepartmentHistory whose Department is 'Engineering' and credit cards expiring in 2007, but it does not ensure the employee was actually working in Engineering during the year 2007 (overlap of StartDate/EndDate with 2007). It also counts raw rows, so duplicates from multiple credit-cards or multiple department-history rows would inflate the count. Therefore it fails to capture the intended logic.","SELECT COUNT(DISTINCT edh.BusinessEntityID)
FROM EmployeeDepartmentHistory AS edh
JOIN Department       AS d  ON edh.DepartmentID = d.DepartmentID
JOIN PersonCreditCard AS pc ON edh.BusinessEntityID = pc.BusinessEntityID
JOIN CreditCard       AS cc ON pc.CreditCardID   = cc.CreditCardID
WHERE d.`Name` = 'Engineering'
  AND cc.ExpYear = 2007
  AND edh.StartDate <= '2007-12-31'
  AND (edh.EndDate IS NULL OR edh.EndDate >= '2007-01-01');",
7423,works_cycles,TRUE,FALSE,Tengjun,,,,What is the e-mail address of the employee who switched departments for the most times?,switched department the most refers to MAX(count(DepartmentID));,SELECT T2.EmailAddress FROM EmployeeDepartmentHistory AS T1 INNER JOIN EmailAddress AS T2 ON T1.BusinessEntityID = T2.BusinessEntityID GROUP BY T2.BusinessEntityID ORDER BY COUNT(T1.DepartmentID) DESC LIMIT 1,,,limit 1,FALSE,FALSE," The query joins EmployeeDepartmentHistory with EmailAddress, counts the number of department‐history rows per employee, orders by that count descending, and returns the email of the top employee, limited to 1.  In this schema the number of history rows is proportional to the number of department switches, so ranking by COUNT(*) is appropriate.  A check on the data confirms exactly one employee has the maximal count, so the LIMIT 1 choice is deterministic.  EmailAddress is unique per employee in this data, so grouping by BusinessEntityID and selecting EmailAddress yields the correct value.  The query therefore answers the question correctly and efficiently.",(no change needed),
7424,works_cycles,TRUE,FALSE,Tengjun,,,"SELECT COUNT(DISTINCT T1.`BusinessEntityID`)
FROM `EmployeeDepartmentHistory` AS T1
JOIN `Person`  AS T2 ON T1.`BusinessEntityID` = T2.`BusinessEntityID`
JOIN `Department` AS T3 ON T1.`DepartmentID` = T3.`DepartmentID`
WHERE T3.`Name` = 'Engineering'
  AND T2.`EmailPromotion` = 0;","Among all the employees who don't wish to receive promotion e-mails, how many of them belong to or once belonged to the Engineering Department?",Employees who don't wish to receive e-mail promotions refers to EmailPromotion = 0;,SELECT COUNT(T1.BusinessEntityID) FROM EmployeeDepartmentHistory AS T1 INNER JOIN Person AS T2 ON T1.BusinessEntityID = T2.BusinessEntityID INNER JOIN Department AS T3 ON T1.DepartmentID = T3.DepartmentID WHERE T3.Name = 'Engineering' AND T2.EmailPromotion = 0,"The annotated query joins the proper tables and applies the right filters, but it counts T1.BusinessEntityID without DISTINCT.  ",,DISTINCT,TRUE,FALSE,"  
The question asks for the number of employees (unique people) who (a) do not wish to receive promotion e-mails (EmailPromotion = 0) and (b) have ever been in the Engineering department according to EmployeeDepartmentHistory.  

The annotated query joins the proper tables and applies the right filters, but it counts T1.BusinessEntityID without DISTINCT.  EmployeeDepartmentHistory can contain several rows per employee (different shifts, overlapping dates, re-entries etc.).  If an employee has more than one Engineering row the query would count that employee multiple times, inflating the answer.  The fact that the current data sample happens to return the same value as the DISTINCT version does not guarantee logical correctness.  
","```sql
SELECT COUNT(DISTINCT T1.`BusinessEntityID`)
FROM `EmployeeDepartmentHistory` AS T1
JOIN `Person`  AS T2 ON T1.`BusinessEntityID` = T2.`BusinessEntityID`
JOIN `Department` AS T3 ON T1.`DepartmentID` = T3.`DepartmentID`
WHERE T3.`Name` = 'Engineering'
  AND T2.`EmailPromotion` = 0;
```",
7430,works_cycles,TRUE,FALSE,Tengjun,Please list the products that are under the Components category that are manufactured in-house and salable.,,"SELECT p.`Name`
FROM `Product`             AS p
JOIN `ProductSubcategory`   AS s ON p.`ProductSubcategoryID` = s.`ProductSubcategoryID`
JOIN `ProductCategory`      AS c ON s.`ProductCategoryID` = c.`ProductCategoryID`
WHERE c.`Name` = 'Components'
  AND p.`MakeFlag` = 1
  AND p.`FinishedGoodsFlag` = 1;",Please list the products that are under the Clothing category that are manufactured in-house and salable.,product is manufactured in-house refers to MakeFlag = 1; salable product refers to FinishedGoodsFlag = 1;,SELECT CASE WHEN T1.MakeFlag = 1 THEN T1.Name END FROM Product AS T1 INNER JOIN ProductSubcategory AS T2 ON T1.ProductSubcategoryID = T2.ProductSubcategoryID INNER JOIN ProductCategory AS T3 ON T2.ProductCategoryID = T3.ProductCategoryID WHERE T2.ProductSubcategoryID = 3,empty,multiset,,TRUE,FALSE," The schema shows that Clothing corresponds to ProductCategory.Name = 'Clothing'. Subcategory 3 is not Clothing. Because the query only applies `CASE WHEN MakeFlag = 1 THEN Name END` in the SELECT, rows with MakeFlag = 0 still appear (as NULL). FinishedGoodsFlag is ignored entirely. Hence the result set is wrong.","```
SELECT p.`Name`
FROM `Product`             AS p
JOIN `ProductSubcategory`   AS s ON p.`ProductSubcategoryID` = s.`ProductSubcategoryID`
JOIN `ProductCategory`      AS c ON s.`ProductCategoryID` = c.`ProductCategoryID`
WHERE c.`Name` = 'Clothing'
  AND p.`MakeFlag` = 1
  AND p.`FinishedGoodsFlag` = 1;
```",
7434,works_cycles,TRUE,FALSE,Tengjun,,,,What is the average profit of all the products from the Clothing category?,"average profit = DIVIDE(SUM(SUBTRACT(ListPrice, StandardCost))), (COUNT(ProductSubcategoryID))));",SELECT SUM(T1.ListPrice - T1.StandardCost) / COUNT(T1.ProductID) FROM Product AS T1 INNER JOIN ProductSubcategory AS T2 ON T1.ProductSubcategoryID = T2.ProductSubcategoryID INNER JOIN ProductCategory AS T3 ON T2.ProductCategoryID = T3.ProductCategoryID WHERE T3.Name = 'Clothing',,,,FALSE,FALSE," The schema links products to their category through Product → ProductSubcategory → ProductCategory, and those relationships are many-to-one, so joining them does not duplicate product rows.  The query keeps only rows whose category name is ‘Clothing’, calculates each product’s unit profit (ListPrice – StandardCost), and returns the arithmetic mean by dividing the sum of profits by the count of products.  Because no Clothing products have NULL values in either ListPrice or StandardCost (verified), COUNT(ProductID) equals the number of valid profit rows, so the result is equivalent to AVG(ListPrice – StandardCost).  Therefore the query correctly answers the question.",(no change needed; AVG(ListPrice - StandardCost) could be used for brevity),
