question_id,corrected by,verified by,db_id,question,evidence,SQL,original_question,original_evidence,original_SQL,reason,SQL error pattern,verification (Tengjun),response,verification (Yoojin),response,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16
2362,Yuxuan,Tengjun,superstore,What are the names of the products that were ordered recently by Darren Powers?,"Darren Powers is the ""Customer Name""; name of the product refers to ""Product Name""; recently refers to MAX(""Order Date"")","WITH all_orders AS (SELECT `Order Date`, `Product ID`, `Region` FROM central_superstore WHERE `Customer ID` IN (SELECT `Customer ID` FROM people WHERE `Customer Name` = 'Darren Powers') UNION ALL SELECT `Order Date`, `Product ID`, `Region` FROM east_superstore WHERE `Customer ID` IN (SELECT `Customer ID` FROM people WHERE `Customer Name` = 'Darren Powers') UNION ALL SELECT `Order Date`, `Product ID`, `Region` FROM west_superstore WHERE `Customer ID` IN (SELECT `Customer ID` FROM people WHERE `Customer Name` = 'Darren Powers') UNION ALL SELECT `Order Date`, `Product ID`, `Region` FROM south_superstore WHERE `Customer ID` IN (SELECT `Customer ID` FROM people WHERE `Customer Name` = 'Darren Powers') ) SELECT p.`Product Name` FROM all_orders ao JOIN product p ON p.`Product ID` = ao.`Product ID` AND p.`Region`     = ao.`Region` WHERE ao.`Order Date` = ( SELECT MAX(`Order Date`) FROM all_orders );",What is the name of the product that was ordered recently by Darren Powers?,,SELECT T3.`Product Name` FROM people AS T1 INNER JOIN central_superstore AS T2 ON T1.`Customer ID` = T2.`Customer ID` INNER JOIN product AS T3 ON T3.`Product ID` = T2.`Product ID` WHERE T1.`Customer Name` = 'Darren Powers' ORDER BY T2.`Order Date` DESC LIMIT 1,"The original query only looks at the `central_superstore` table, while customer orders can appear in `east_superstore`, `west_superstore`, or `south_superstore` as well. The original query does not consider potential ties.","ties, wrong or missing tables",,,,,,,,,,,,,,,,,,,,
2375,Yuxuan,Tengjun,superstore,How much is the total quantity of items from the East region shipped on 3/25/2015? Name the products using a comma-separated list in the another column.,"shipped on 3/25/2015 refers to ""Ship Date"" = Date('2015-03-25');","SELECT SUM(T1.`Quantity`) AS total_quantity, GROUP_CONCAT(DISTINCT T2.`Product Name`) AS products FROM `east_superstore` T1 JOIN `product` T2 ON T1.`Product ID` = T2.`Product ID` AND T2.`Region` = 'East' WHERE T1.`Ship Date` = '2015-03-25';",How much is the total quantity of items from the East region shipped on 3/25/2015? Name the products.,,"SELECT SUM(T1.Quantity), T2.`Product Name` FROM east_superstore AS T1 INNER JOIN product AS T2 ON T1.`Product ID` = T2.`Product ID` WHERE T1.`Ship Date` = '2015-03-25' AND T2.Region = 'East'","The original query aggregates quantity but does not GROUP BY `Product Name`, so only one (arbitrary) product is returned even though two different products were shipped.",,,,,,,,,,,,,,,,,,,,,
2407,Yuxuan,Yoojin (response),superstore,List the name of all products in the west superstore that customers chose for same-day shipment in the year 2013.,"name of all products refers to Product Name; same-day shipment refers to ""Ship Mode"" = 'Same Day'; year 2013 refers to ""Ship Date"" BETWEEN '2013-01-01' AND '2013-12-31'",SELECT DISTINCT P.`Product Name` FROM west_superstore AS W JOIN product AS P ON W.`Product ID` = P.`Product ID` AND P.`Region` = 'West' WHERE W.`Ship Mode` = 'Same Day' AND W.`Ship Date` >= '2013-01-01' AND W.`Ship Date` < '2014-01-01';,,,SELECT T2.`Product Name` FROM west_superstore AS T1 INNER JOIN product AS T2 ON T1.`Product ID` = T2.`Product ID` WHERE T1.`Ship Mode` = 'Same Day' AND T1.`Ship Date` LIKE '2013%',"The join must restrict `product.Region = 'West'`, and DISTINCT (or GROUP BY) is required to list each product name once.  ",,"condition region= west not need, product id FUR-FU-10004091","I am pretty sure that the region is needed. (Product ID, Region) is the primary key of the table Product","I think Region in the product table indicates where the product is coming from, not the location of the superstore (looking only the west_superstore table is enough for this question), so P.Region should be removed",modified schema: https://github.com/uiuc-kang-lab/noisy-rl/blob/main/BIRD-Platinum/ddls/superstore.sql#L6,,,,,,,,,,,,,,,,
2412,Yuxuan,Tengjun,superstore,"What is the total profit of ""Memorex Froggy Flash Drive 8 GB in south superstore?","""Memorix Froggy Flash Drive 8 GB"" is the ""Product Name""",SELECT SUM(s.`Profit`) AS total_profit FROM `south_superstore` AS s JOIN `product` AS p ON s.`Product ID` = p.`Product ID` AND p.`Region` = 'South' WHERE p.`Product Name` = 'Memorex Froggy Flash Drive 8 GB';,,,SELECT SUM(T1.Profit) FROM south_superstore AS T1 INNER JOIN product AS T2 ON T1.`Product ID` = T2.`Product ID` GROUP BY T2.`Product Name` = 'Memorix Froggy Flash Drive 8 GB',"The original query instead (1) misspells the product name ('Memorix' not 'Memorex'), so the intended product is never filtered. (2) uses `GROUP BY T2.""Product Name"" = …`, which merely creates two groups (0/1) rather than filtering; the row with value 0 (all other products) is returned first, giving a total that sums almost the entire table (321,686.215) instead of the correct 179.985. (3) does not restrict `product.Region` to 'South'; because each `Product ID` appears in four regions, each sales row is duplicated four times in the join, inflating the sum even further.",,,,,,,,,,,,,,,,,,,,,
2417,Yuxuan,Yoojin (response),superstore,"Among the orders in Central superstore, which art products were ordered the most? List the product names.",art product refers to Sub-Category = 'Art'; the most refers to max(order_number),SELECT p.`Product Name` FROM `central_superstore` cs JOIN `product` p ON cs.`Product ID` = p.`Product ID` AND p.`Region` = 'Central' WHERE p.`Sub-Category` = 'Art' GROUP BY p.`Product ID` HAVING COUNT(*) = (SELECT COUNT(*) FROM `central_superstore` cs JOIN `product` p ON cs.`Product ID` = p.`Product ID` AND p.`Region` = 'Central' WHERE p.`Sub-Category` = 'Art' GROUP BY p.`Product ID` ORDER BY COUNT(*) DESC LIMIT 1),"Among the orders in Central superstore, which art product were ordered the most?",,SELECT T2.`Product Name` FROM central_superstore AS T1 INNER JOIN product AS T2 ON T1.`Product ID` = T2.`Product ID` WHERE T2.`Sub-Category` = 'Art' GROUP BY T2.`Product Name` ORDER BY COUNT(T2.`Product ID`) DESC LIMIT 1,"The annotated query joins `central_superstore` with `product` only on `Product ID`. Because `product` has one row per (Product ID, Region), each Central order is matched with up to four region rows, multiplying every order line and inflating the counts. This changes which product appears to be ""ordered the most."" The query therefore returns the wrong product name. The original query does not consider potential ties.","ties, wrong or missing predicates","product name is not a key, join key region is not safe",corrected the query for the group key and ties. What do you mean that a join key is not safe?,"same as 2407, two p.Region = 'Central' constraints should be removed",modified schema: https://github.com/uiuc-kang-lab/noisy-rl/blob/main/BIRD-Platinum/ddls/superstore.sql#L6,,,,,,,,,,,,,,,,
2441,Yuxuan,Yoojin (response),superstore,How many furniture product units were ordered at central superstore?,furniture products refers to Category = 'Furniture',SELECT COUNT(*) FROM central_superstore AS T1 INNER JOIN product AS T2 ON T1.`Product ID` = T2.`Product ID` WHERE T2.Category = 'Furniture' AND T2.Region = 'Central',How many furniture products were ordered at central superstore?,,SELECT COUNT(*) FROM central_superstore AS T1 INNER JOIN product AS T2 ON T1.`Product ID` = T2.`Product ID` WHERE T2.Category = 'Furniture',"The question ""How many furniture products were ordered at central superstore?"" is ambiguous: it could refer to (1) number of order lines, (2) number of distinct furniture SKUs, or (3) total quantity of units sold.  Each interpretation yields a different answer, so the intent is unclear.  The query joins `central_superstore` and `product` only by `Product ID`, but the product table's primary key is (`Product ID`, `Region`).  A product sold in the Central region can also appear in East/West/South regions, so the join duplicates each Central order row for every other region that has the same product.",,condition region,"I am pretty sure that the region is needed. (Product ID, Region) is the primary key of the table Product","same as 2407, 2417, T2.Region constraint should be removed / ""units"" in the question is needed?",modified schema: https://github.com/uiuc-kang-lab/noisy-rl/blob/main/BIRD-Platinum/ddls/superstore.sql#L6,,,,,,,,,,,,,,,,
2446,Yuxuan,Yoojin (response),superstore,What is the percentage of orders with 0.2 discount in the Central superstore that were purchased by customers who live in Texas?,"live in Texas refers to State = 'Texas'; percentage = divide(sum(Order ID) when Discount = 0.2, sum(Order ID)) as percentage",SELECT 100.0 * COUNT(DISTINCT CASE WHEN p.`State` = 'Texas' THEN cs.`Order ID` END) / COUNT(DISTINCT cs.`Order ID`) AS percentage_texas FROM central_superstore cs JOIN people p ON p.`Customer ID` = cs.`Customer ID` AND p.`Region`      = cs.`Region` WHERE cs.`Discount` = 0.2,What is the percentage of orders with 0.2 discount in the Central superstore were purchased by customers who live in Texas?,,SELECT CAST(SUM(CASE  WHEN T2.Discount = 0.2 THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(*) FROM people AS T1 INNER JOIN central_superstore AS T2 ON T1.`Customer ID` = T2.`Customer ID` WHERE T1.State = 'Texas',"The original query filters to Texas customers in the WHERE clause, so both numerator and denominator contain only Texas rows.",wrong or missing predicates,condition region,"I am pretty sure that the region is needed. (Product ID, Region) is the primary key of the table Product",correct question: superstore were purchased → superstore that were purchased,modified schema: https://github.com/uiuc-kang-lab/noisy-rl/blob/main/BIRD-Platinum/ddls/superstore.sql#L6,corrected question,,,,,,,,,,,,,,,
2453,Yuxuan,Tengjun,superstore,"Who is the customer with an order shipped on March 5, 2013, in the eastern region?","Who is the customer refers to Customer Name; shipped on March 5, 2013 refers to ""Ship Date"" = '2013-03-05'; eastern region refers to Region = 'East'",SELECT DISTINCT T2.`Customer Name` FROM east_superstore AS T1 INNER JOIN people AS T2 ON T1.`Customer ID` = T2.`Customer ID` WHERE T1.`Ship Date` = '2013-03-05',,,,correct,,,,,,,,,,,,,,,,,,,,,
2455,Yuxuan,Tengjun,superstore,Who ordered the order ID CA-2011-118976 from the East region?,"Who refers to ""Customer Name""",SELECT DISTINCT T2.`Customer Name` FROM east_superstore AS T1 INNER JOIN people AS T2 ON T1.`Customer ID` = T2.`Customer ID` WHERE T1.`Order ID` = 'CA-2011-118976' AND T2.Region = 'East',,,,correct,,,,,,,,,,,,,,,,,,,,,
2465,Yuxuan,Tengjun,shooting,Did the number of cases with Vehicle as subject weapon increase or decrease from year 2007 to 2008. State the difference.,number of cases refers to count(case_number); with Vehicle as subject weapon refers to subject_weapon = 'Vehicle'; year 2007 refers to date between '2007-01-01' and '2007-12-31'; year 2008 refers to date between '2008-01-01' and '2008-12-31',"SELECT (SELECT COUNT(*) FROM `incidents` WHERE `subject_weapon` = 'Vehicle' AND SUBSTR(`date`,1,4) = '2008') - (SELECT COUNT(*) FROM `incidents` WHERE `subject_weapon` = 'Vehicle' AND SUBSTR(`date`,1,4) = '2007') AS difference;",,,"SELECT SUM(IIF(STRFTIME('%Y', date) = '2007', 1, 0)) - SUM(IIF(STRFTIME('%Y', date) = '2008', 1, 0)) FROM incidents WHERE subject_weapon = 'Vehicle'","The original query uses STRFTIME to extract the year, but the `date` column values are stored as strings like '2015/2/9', which STRFTIME does not recognise.",,,,,,,,,,,,,,,,,,,,,
2473,Yuxuan,Tengjun,shooting,What is the percentage of female subjects who used the Vehicle as weapon?,"female refers to gender = 'F'; use Vehicle as weapon refers to subject_weapon = 'Vehicle'; percentage = divide(count(case_number where subject_weapon = 'Vehicle'), count(case_number)) where gender = 'F' * 100%",SELECT CAST(SUM(T1.subject_weapon = 'Vehicle') AS REAL) * 100 / COUNT(T1.case_number) FROM incidents T1 INNER JOIN subjects T2 ON T1.case_number = T2.case_number WHERE T2.gender = 'F',What is the percentage of subject who are female used the Vehicle as weapon?,,,"The question is ambiguous. It could mean ""Among female subjects, what percentage used a vehicle as weapon?"" It could also mean ""Among subjects who used a vehicle, what percentage are female?""",,,,,,,,,,,,,,,,,,,,,
2483,Yuxuan,Yoojin,shooting,What is the proportion of white males and females in the police force?,"white refers to race = 'W'; male refers to gender = 'M'; female refers to gender = 'F'; proportion of white males = divide(count(officers where race = 'W' and gender = 'M'), count(officers)) * 100%; proportion of white females = divide(count(officers where race = 'W' and gender = 'F'), count(officers)) * 100%","SELECT 100.0 * SUM(CASE WHEN race = 'W' AND gender = 'M' THEN 1 ELSE 0 END) / COUNT(*) AS proportion_white_males, 100.0 * SUM(CASE WHEN race = 'W' AND gender = 'F' THEN 1 ELSE 0 END) / COUNT(*) AS proportion_white_females FROM officers",,,SELECT CAST(SUM(gender = 'M') AS REAL) / SUM(gender = 'F') FROM officers WHERE race = 'W',"The original query first limits the data set to white officers (race = 'W') and then divides the number of white-male officers (SUM(gender='M')) by the number of white-female officers (SUM(gender='F')).  This produces a single male-to-female ratio among white officers, not the two requested proportions of white males and white females in the whole police force.",,evidence use * 100%,corrected,,,,,,,,,,,,,,,,,,
2484,Yuxuan,Tengjun,shooting,How many more black female victims than white female victims were discovered?,"black refers to race = 'B'; female refers to gender = 'F'; white refers to race = 'W'; result = subtract(count(victims where race = 'B'), count(victims where race = 'W')) where gender = 'F'",SELECT SUM(race = 'B') - SUM(race = 'W') FROM subjects WHERE gender = 'F',,,,correct,,,,,,,,,,,,,,,,,,,,,
2510,Yuxuan,Tengjun,genes,"Of the genes whose phenotype and motif are nucleic acid metabolism defects, PS00107, what percentage perform positive interaction with another gene?","Percentage of no interaction = [count(nucleic acid metabolism, PS00107, no interaction) / count(nucleic acid metabolism, PS00107) * 100%","WITH target_genes AS ( SELECT DISTINCT `GeneID` FROM `Genes` WHERE `Phenotype` = 'Nucleic acid metabolism defects' AND `Motif` = 'PS00107' ), genes_with_positive AS ( SELECT DISTINCT tg.`GeneID` FROM target_genes tg JOIN `Interactions` i ON i.`GeneID1` = tg.`GeneID` OR i.`GeneID2` = tg.`GeneID` WHERE i.`Expression_Corr` > 0 ) SELECT (SELECT COUNT(*) FROM genes_with_positive) * 100.0 / (SELECT COUNT(*) FROM target_genes) AS percentage_positive_genes;",,,"SELECT CAST(SUM(IIF(T2.Expression_Corr > 0, 1, 0)) AS REAL) * 100 / COUNT(T2.GeneID1) FROM Genes AS T1 INNER JOIN Interactions AS T2 ON T1.GeneID = T2.GeneID1 WHERE T1.Phenotype = 'Nucleic acid metabolism defects' AND T1.Motif = 'PS00107'","The original query counts interactions, not genes. It only considers cases where the target gene appears in `GeneID1`, ignores `GeneID2`, and multiplies rows because `Genes` contains duplicates.",,,,,,,,,,,,,,,,,,,,,
2513,Yuxuan,Tengjun,app_store,How many users mildly likes the 7 Minute Workout app?,mildly likes the app refers to Sentiment_Polarity> = 0 and Sentiment_Polarity<0.5;,SELECT COUNT(*) AS mildly_like_users FROM `user_reviews` WHERE `App` = '7 Minute Workout' AND `Sentiment_Polarity` >= 0 AND `Sentiment_Polarity` < 0.5,How many users mildly likes the 7 Minute Workout app and when was it last updated?,,"SELECT COUNT(T2.Sentiment_Polarity), T1.""Last Updated"" FROM playstore AS T1 INNER JOIN user_reviews AS T2 ON T1.App = T2.App WHERE T1.App = '7 Minute Workout' AND T2.Sentiment_Polarity BETWEEN 0 AND 0.5","The original query cannot run on the provided schema. It references a non-existent column (`Last Updated`), uses an inclusive upper bound (0.5) that contradicts the given definition of “mildly likes”, and mixes an aggregate (COUNT) with a non-aggregated column without GROUP BY. Moreover, the required “last updated” information is not present in any table, so the natural-language question cannot be fully answered with the available data.",,,,,,,,,,,,,,,,,,,,,
